,mass,atom_types,Cv_molar_250.00,Cv_gravimetric_250.00,Cv_molar_275.00,Cv_gravimetric_275.00,Cv_molar_300.00,Cv_gravimetric_300.00,Cv_molar_325.00,Cv_gravimetric_325.00,Cv_molar_350.00,Cv_gravimetric_350.00,Cv_molar_375.00,Cv_gravimetric_375.00,Cv_molar_400.00,Cv_gravimetric_400.00,structure_type
RSM0143,845.0726440000009,"{1.0, 6.0, 8.0, 15.0, 30.0}",10.963464876667693,0.6097497686877923,11.750332238474181,0.6535125934194669,12.484702864176883,0.6943557323532448,13.169865189531157,0.7324620768436135,13.808465146783226,0.7679787844354964,14.402911189743651,0.8010398049495386,14.955574803716209,0.8317770321466719,MOF
RSM0147,1005.283812000001,"{1.0, 6.0, 8.0, 15.0, 29.0}",12.048134607613568,0.575270838207281,12.861668048720773,0.6141151970908256,13.613286622188305,0.6500032628248846,14.307401258232147,0.6831456472265788,14.947764477526755,0.713721524565128,15.537876699881869,0.7418980318707539,16.081164528254863,0.7678387815880126,MOF
RSM0148,750.4877200000004,"{1.0, 6.0, 7.0, 8.0, 29.0}",9.798332174239048,0.6266857295992452,10.53246868496239,0.6736399322805635,11.238040123028236,0.7187671583824917,11.914660805767221,0.7620427402553986,12.561320187000085,0.8034020449741719,13.177004173412241,0.8427802127445699,13.76103353137281,0.8801338008647157,MOF
RSM0150,869.7422680000008,"{1.0, 6.0, 8.0, 15.0, 25.0}",12.341994799893811,0.6811394273813797,13.157403387995728,0.7261408187923027,13.903782590245948,0.7673325637794631,14.588103476713158,0.8050993870775417,15.216186787911562,0.8397625281559322,15.793057374905358,0.8715993023297063,16.32317026987469,0.9008555773145253,MOF
RSM0153,817.1398000000007,"{8.0, 1.0, 30.0, 6.0}",11.237149864289425,0.6738386055240257,11.935741097338274,0.7157298099659017,12.593621519959662,0.7551797801037509,13.21276388166487,0.7923068123735718,13.794682636638797,0.8272017214132764,14.34075845038388,0.8599472991877394,14.852407636222164,0.890628475292582,MOF
RSM0154,886.719993000001,"{1.0, 6.0, 8.0, 15.0, 25.0}",11.947811773567683,0.6602341004222918,12.687013396749025,0.7010822597305546,13.375402302389041,0.7391225166804853,14.017270444741756,0.7745920439535474,14.615732054320505,0.8076629334122886,15.173366442647717,0.8384777173843845,15.692552954951822,0.8671678780932127,MOF
RSM0155,712.34692,"{8.0, 1.0, 28.0, 6.0}",9.892409281891075,0.6804662745122316,10.663650347032664,0.7335174089116586,11.394504618782056,0.7837904687231901,12.086808194008519,0.8314117530071127,12.741894526362085,0.8764729856510676,13.360856516366114,0.9190493436848715,13.944739144755143,0.9592127078937915,MOF
RSM0158,660.48468,"{1.0, 6.0, 7.0, 8.0, 30.0}",9.216661421694806,0.6837651551025308,9.912139868632256,0.7353612707004507,10.592799941177145,0.7858580415789206,11.253679624665537,0.8348873460753266,11.890483216771354,0.8821304948690049,12.499946329398384,0.9273453097209171,13.079914685766076,0.9703719692673836,MOF
RSM0159,548.2294800000003,"{1.0, 26.0, 6.0, 7.0}",8.705442131808635,0.7780804936987753,9.42694492697742,0.8425674252721567,10.14119112338681,0.9064057719879518,10.839579643164175,0.9688267812869974,11.51513171942388,1.029206700544031,12.162716630820583,1.087086952912872,12.778967297778628,1.1421665934330136,MOF
RSM0160,548.4041999999995,"{8.0, 1.0, 28.0, 6.0}",7.628184264088354,0.6815794425723394,8.289194782211387,0.740640834494627,8.939320151644564,0.7987296366996898,9.575283876620803,0.855553093784511,10.193469249743268,0.9107880523843921,10.7906470102446,0.9641459775508391,11.364337756420861,1.015405334358531,MOF
RSM0161,1532.728745999998,"{1.0, 6.0, 8.0, 15.0, 92.0, 30.0}",12.405520475385023,0.39659366008515307,13.18978742368405,0.42166598978924563,13.9124532538177,0.44476898552085237,14.576788786625228,0.4660072125669111,15.186015976714058,0.48548367400358644,15.743574687082326,0.5033083392480687,16.253135839125143,0.5195985644527953,MOF
RSM0164,689.11064,"{48.0, 1.0, 6.0, 8.0}",9.851971729204145,0.7148323619850178,10.461947000982436,0.759090514186694,11.058218486932146,0.802354356836817,11.638019788791128,0.8444231675766266,12.19843183582001,0.8850851465462797,12.736938038688551,0.9241576968459341,13.251700620658912,0.9615074743773302,MOF
RSM0166,519.7895199999997,"{1.0, 6.0, 7.0, 8.0, 28.0}",7.743558544175186,0.7448744391936942,8.439851831159608,0.8118528275790952,9.124601643013946,0.8777208169774133,9.792294001934874,0.9419480025236829,10.438088698035585,1.0040687909632722,11.05827409597869,1.0637261497671882,11.650369045778625,1.1206814102156804,MOF
RSM0171,1004.309768000001,"{1.0, 6.0, 8.0, 15.0, 30.0}",11.939672263963004,0.5944217931754197,12.688036687518757,0.631679442528271,13.385061340816371,0.6663811190182688,14.034638295111744,0.698720591111075,14.63972452225457,0.7288450729404115,15.20288162244916,0.7568820948901268,15.72654700855021,0.782953004622683,MOF
RSM0174,606.2656827999998,"{1.0, 6.0, 7.0, 9.0, 27.0}",8.355864660198034,0.6891256504579807,9.130253124150927,0.7529910881631491,9.881540731161415,0.8149513498375945,10.605743593348262,0.8746778759079933,11.29944044685732,0.9318885075823167,11.960115039327468,0.9863757242608909,12.586250851694412,1.0380144554418458,MOF
RSM0178,781.8319200000005,"{8.0, 1.0, 30.0, 6.0}",10.099029844265594,0.645856838658211,10.861379582838467,0.6946109070884737,11.585050628097417,0.7408913816218586,12.270869158749631,0.7847510983402688,12.91934941863414,0.8262229443531885,13.531012309384918,0.8653402325518322,14.106568655801407,0.9021484218629368,MOF
RSM0181,806.8448800000008,"{64.0, 1.0, 6.0, 8.0}",8.755687579602423,0.5425880362283773,9.4544030613926,0.5858872811706131,10.134149218031292,0.6280110011995913,10.791258047150457,0.6687318910141963,11.422628490173986,0.7078577786955762,12.025939937429666,0.7452448565720374,12.599710017382774,0.7808012624051579,MOF
RSM0183,551.5134399999998,"{1.0, 29.0, 6.0, 7.0}",7.91154622109687,0.7172577898642754,8.627675536997355,0.7821818029491139,9.334323499887205,0.8462462401539306,10.024499744630925,0.9088173576178785,10.692389763038857,0.9693680142263496,11.333633195203495,1.0275029013983321,11.945320391110721,1.082958231363385,MOF
RSM0198,632.3914399999998,"{8.0, 1.0, 28.0, 6.0}",9.279938581404929,0.7483922737025845,9.986800799796056,0.8053980629301355,10.66799959433624,0.8603341931876063,11.32209047023578,0.9130841713828781,11.947440562313082,0.9635163130575698,12.542745895162833,1.0115254574813737,13.107265466248778,1.0570518455763538,MOF
RSM0200,721.1527050000002,"{1.0, 6.0, 7.0, 8.0, 27.0}",9.609812711891944,0.679607030395163,10.343099748825152,0.7314651717074022,11.053458389714827,0.7817018142855833,11.738155496459553,0.8301236702973153,12.394495068688212,0.87654007829465,13.020323393777273,0.9207987274798349,13.614235295273247,0.9628002436168293,MOF
RSM0202,688.48488,"{8.0, 1.0, 30.0, 6.0}",9.343347034334503,0.6921149797088639,10.056034785706132,0.7449078243679262,10.745486620426618,0.7959794522165216,11.408925622140249,0.8451241612294415,12.043996529692057,0.8921674837859837,12.648997060410256,0.9369833221042169,13.222948379301119,0.9794991682959793,MOF
RSM0203,669.1251149999998,"{8.0, 25.0, 1.0, 6.0}",10.215143401375212,0.7785872952476697,10.943028288058693,0.8340659021459589,11.631185986376433,0.8865165452729991,12.281453048860392,0.9360792046968378,12.895048050218398,0.9828467588772818,13.472943885498525,1.0268933608334592,14.01611465829082,1.0682932556982738,MOF
RSM0206,657.1590149999998,"{8.0, 25.0, 1.0, 6.0}",9.444808522356208,0.7329812475298185,10.151380914665907,0.7878160610000328,10.834902046838506,0.8408619402242605,11.492785908169173,0.8919181932193808,12.122748210207718,0.9408075436971579,12.723088417874697,0.9873980185931249,13.292794242621397,1.0316110574450408,MOF
RSM0208,553.5227199999998,"{1.0, 6.0, 7.0, 8.0, 29.0}",7.410460925940161,0.6961664882498201,8.091910269209482,0.7601843949583375,8.766468193629994,0.8235548959377129,9.427947011833128,0.8856966966330176,10.070872619836244,0.9460955391884996,10.690911472147759,1.004344314090095,11.284985809720428,1.0601538851114594,MOF
RSM0210,387.4914399999999,"{8.0, 1.0, 28.0, 6.0}",8.517236383503837,0.5714917108132759,9.040220685159332,0.60658304558713,9.561320064171946,0.6415479053381686,10.080503565377878,0.6763842130288733,10.595177416003262,0.7109179310285793,11.10184456453047,0.744914413277858,11.59708117532211,0.7781439263751863,MOF
RSM0216,381.79463999999984,"{8.0, 1.0, 26.0, 6.0}",8.980099464493303,0.6115397169452824,9.434224724619467,0.6424653914473661,9.897803064130043,0.6740348153326123,10.368710792458312,0.7061033664692523,10.842709464498713,0.7383824091322148,11.315006595329958,0.7705455777969513,11.781144679952591,0.8022893188829667,MOF
RSM0218,400.86464000000007,"{8.0, 1.0, 6.0, 30.0}",9.046140699554222,0.5867308680266978,9.498626000917028,0.6160789737499488,9.958883931662436,0.6459312106531104,10.425844321974846,0.6762181677369846,10.895812958383532,0.7067002390581812,11.364251694337176,0.7370830813432847,11.826800745254294,0.767083919840402,MOF
RSM0220,632.1806343999999,"{8.0, 1.0, 13.0, 6.0}",10.433037983922018,0.8581692409462155,11.198358394595509,0.9211206494353295,11.915104399780935,0.9800765715904199,12.585693821442042,1.035235885287957,13.212349592003125,1.0867814377709173,13.797249153745268,1.134892334491849,14.342595364279115,1.1797497714405059,MOF
RSM0221,759.9614600000001,"{8.0, 25.0, 1.0, 6.0}",11.874875583089878,0.812532691224465,12.407884797269872,0.8490035921795736,12.915799292062145,0.88375739894393,13.403512179113976,0.9171289203454168,13.872890727934951,0.94924592340856,14.324277359904613,0.9801318381527397,14.757390374796,1.0097673893744452,MOF
RSM0224,963.5696400000012,"{8.0, 1.0, 29.0, 6.0}",10.764349972796627,0.60325157041168,11.559726291776165,0.6478257448583707,12.305564004498759,0.6896236957433944,13.004977476483667,0.7288199571440598,13.660417961163681,0.7655519012645914,14.273971574732327,0.7999364374281703,14.847579101509014,0.8320823303248592,MOF
RSM0225,914.6146992000006,"{1.0, 6.0, 7.0, 9.0, 30.0}",10.528508939509393,0.6216163847255025,11.204461321565315,0.6615254619171843,11.858860468448606,0.7001620090474753,12.489774249321751,0.7374119506862329,13.094527821105528,0.7731173607402023,13.670750731669411,0.8071382847398565,14.216824488326509,0.8393791648451904,MOF
RSM0226,615.4978399999999,"{1.0, 6.0, 7.0, 8.0, 29.0}",8.18946160231342,0.7184930600648815,8.921264186477384,0.7826969239563518,9.633474650372264,0.8451818955532036,10.322454190648905,0.9056287285996665,10.984881073616556,0.9637459945843094,11.618184095813854,1.019308111908156,12.220690727566682,1.0721683430905313,MOF
RSM0228,974.5736400000012,"{8.0, 1.0, 30.0, 6.0}",10.974287635225728,0.6080726052699195,11.741783865221217,0.6505986851049501,12.464600196266076,0.6906491033333995,13.144893405736266,0.7283433644991234,13.784335923635288,0.7637741360173713,14.38439724834718,0.7970228410966941,14.946535400282857,0.8281702669644063,MOF
RSM0229,638.0939379999998,"{1.0, 6.0, 8.0, 15.0, 25.0}",9.283381718519198,0.7856250983535232,9.971732209469497,0.8438781615746255,10.633741709087904,0.8999020647187954,11.268062528557941,0.9535827568732194,11.873172015304384,1.0047913804604063,12.44792309478227,1.0534308619591413,12.991780685791424,1.099455919032312,MOF
RSM0230,934.4540400000011,"{8.0, 1.0, 28.0, 6.0}",10.79644341304694,0.6239022138579808,11.593091033120935,0.6699386903913752,12.339460045340978,0.7130696791127491,13.038918487699114,0.7534898113723724,13.69407972849868,0.7913501078543443,14.307132349198312,0.8267770417651659,14.880083146081372,0.8598865813543843,MOF
RSM0231,1319.0660399999992,"{8.0, 49.0, 1.0, 6.0}",13.110568006163321,0.5367211730603115,13.83652962487713,0.5664406307840094,14.495334826461157,0.5934108353126147,15.09648649834087,0.6180208163879403,15.647461578274568,0.6405766653099697,16.15414570516848,0.6613193286964605,16.621235782169475,0.6804410886335548,MOF
RSM0234,935.8928100000011,"{8.0, 1.0, 27.0, 6.0}",10.894822653715801,0.628619449807134,11.672173744680556,0.6734717645846101,12.403087874403852,0.7156447170673393,13.09010988648827,0.7552851419708693,13.735218329111998,0.7925071993790047,14.340113282783568,0.827408982093058,14.906423215401132,0.8600844509443984,MOF
RSM0237,911.9219100000009,"{8.0, 25.0, 1.0, 6.0}",11.074480214436445,0.6557819535003467,11.832288941326796,0.7006560494106852,12.546272745897967,0.7429350263976984,13.218593598812685,0.7827469068441225,13.85090168754838,0.8201894075860199,14.444619969552079,0.8553467898976256,15.001144384057728,0.8883017151535667,MOF
RSM0239,1295.52828,"{1.0, 6.0, 7.0, 48.0, 17.0}",11.176500997866848,0.465857104936999,11.733189091714953,0.4890608879279791,12.290072435556327,0.5122728092975645,12.840188098085504,0.5352026412704918,13.377150779897192,0.5575842328308328,13.895844827845057,0.579204354152449,14.39260164825675,0.599910091507894,MOF
RSM0240,655.3098480000002,"{1.0, 6.0, 8.0, 15.0, 29.0}",9.26651687679159,0.763595897229284,9.922379843525675,0.8176414762965477,10.558357019307914,0.8700483912804362,11.172574004721984,0.9206621846082602,11.762718953387916,0.9692923514296816,12.32678381352667,1.0157734207138605,12.863409607597703,1.0599934075922444,MOF
RSM0241,974.5736400000012,"{8.0, 1.0, 30.0, 6.0}",10.961025497695177,0.6073377655438524,11.727552723726742,0.6498101539882027,12.449490670687592,0.6898119019688744,13.128940651744754,0.7274594408219536,13.767589489328145,0.7628462354304175,14.366941104286319,0.7960556163118266,14.9284854486204,0.8271701399860358,MOF
RSM0242,1256.75964,"{48.0, 1.0, 6.0, 8.0}",11.274496571366068,0.48443854773516415,12.007081175566546,0.5159159817390329,12.700879022791165,0.5457268402020954,13.35686038941406,0.5739128136135556,13.975758408292004,0.6005054029645384,14.558304102470574,0.6255360185925536,15.105377716525288,0.6490424825325911,MOF
RSM0243,606.2722299999999,"{1.0, 6.0, 7.0, 8.0, 27.0}",8.284335304922509,0.7378766242778686,9.009122204249572,0.8024325953861962,9.715699805242709,0.8653666843409706,10.399930878308842,0.926310392657565,11.05819160945584,0.984940951213641,11.687731237155335,1.0410133527085483,12.286771644953255,1.0943692222674886,MOF
RSM0244,717.21984,"{1.0, 6.0, 7.0, 8.0, 48.0}",8.56049106161453,0.6445255576409942,9.23307300162887,0.695164737896764,9.898427758919192,0.745259778343048,10.550389021027046,0.7943464128592155,11.183555357403426,0.8420179638362835,11.793671094127683,0.8879540185097151,12.377720942861712,0.9319275536417572,MOF
RSM0246,953.5413200000012,"{48.0, 1.0, 6.0, 8.0}",10.525622973285815,0.6071150262588716,11.23249910815322,0.6478874465014546,11.910175493399715,0.6869756332499397,12.556643893325766,0.7242637520237889,13.170474892334209,0.759669354526116,13.750892331148663,0.79314767210421,14.297752282858715,0.8246904030936262,MOF
RSM0248,953.5413200000012,"{48.0, 1.0, 6.0, 8.0}",10.116272880143582,0.5835038259358244,10.81415022563773,0.6237571984925356,11.486065983918795,0.6625131138685557,12.129312056564737,0.6996153696947918,12.741886222271116,0.734948478399353,13.322545450226977,0.7684407423083489,13.87077056297889,0.8000622154096458,MOF
RSM0249,748.0384200000001,"{8.0, 25.0, 1.0, 6.0}",9.467178666478024,0.70873633111354,10.157449083705476,0.7604116760306331,10.820645990903946,0.8100602312520538,11.457383643632161,0.857727981463039,12.067276567668282,0.9033860691131662,12.649673517725622,0.9469857403749861,13.204076330265037,0.9884897014980086,MOF
RSM0254,812.892520000001,"{64.0, 1.0, 6.0, 8.0}",8.21926779657768,0.5662236830624909,8.915970568014185,0.6142193949684686,9.593736243381642,0.6609105341864522,10.250399351809127,0.7061479218695609,10.883532745910381,0.749764352329113,11.491005845377458,0.7916130503219994,12.071270080406546,0.8315873351901008,MOF
RSM0260,868.94368,"{1.0, 6.0, 7.0, 8.0, 17.0, 28.0}",10.067286615934632,0.6487969973984268,10.75712397524102,0.6932542999950206,11.421220246641354,0.7360526907933963,12.058850671136238,0.7771454619287056,12.668729058768102,0.8164497235206472,13.249663825641653,0.8538886826772624,13.80087951912704,0.8894123645287509,MOF
RSM0268,887.8187200000002,"{1.0, 6.0, 8.0, 16.0, 20.0, 29.0}",11.098753216012044,0.7000642880076626,11.833920412350105,0.7464356497141733,12.53071654364591,0.7903867204378962,13.189468249993118,0.8319381033096649,13.810544320519654,0.8711130600502549,14.394530895034896,0.9079485619789072,14.942309468474447,0.9425002102169785,MOF
RSM0274,634.2790299999999,"{1.0, 6.0, 7.0, 8.0, 27.0}",8.591696678828484,0.7585541871286445,9.332481394820011,0.8239574909325328,10.04976712504731,0.887286087642925,10.740121679434443,0.9482369518795678,11.400750422398326,1.0065633474502638,12.0296929822458,1.0620921946698518,12.62585870053724,1.114727200156823,MOF
RSM0280,934.7547200000008,"{1.0, 6.0, 8.0, 16.0, 29.0}",10.739811258376083,0.6434088190205235,11.518892499984583,0.6900826133289126,12.252926996605998,0.7340577128189685,12.943301645286693,0.7754172047786548,13.591302109870169,0.8142381117398677,14.198290839524187,0.8506020563483796,14.765798430583468,0.88460073473892,MOF
RSM0292,710.1869000000007,"{8.0, 57.0, 1.0, 6.0}",8.361713002452237,0.6593418269716392,8.945515221964962,0.7053760811837523,9.528404189058543,0.7513383231756005,10.105791969021613,0.7968667829063163,10.672802861789913,0.8415769993226212,11.225078968301291,0.8851253412656185,11.759169213459412,0.9272396828971731,MOF
RSM0299,865.9340649999998,"{1.0, 6.0, 7.0, 17.0, 27.0}",10.049872425292016,0.6615315777439071,10.75399057743978,0.7078800658039335,11.434538991993108,0.7526770788762159,12.089194039750376,0.7957696643632695,12.715558583869226,0.8370000310364809,13.311732989813127,0.8762431356934184,13.87654648482471,0.9134219123658204,MOF
RSM0301,654.6255600000005,"{1.0, 6.0, 7.0, 8.0, 29.0}",7.319905335540613,0.6373637536026161,7.953331825136102,0.6925178937907,8.588108081522256,0.7477895617866925,9.216624139452538,0.8025161375440247,9.832058811174567,0.8561036819841711,10.428932633111513,0.9080750835444859,11.003264929944404,0.9580837341683244,MOF
RSM0304,616.3019963999998,"{1.0, 6.0, 7.0, 8.0, 9.0, 27.0}",8.342143355504984,0.7850766628139535,9.046975111674515,0.8514081725228726,9.73505565014877,0.9161632300508784,10.402058628110664,0.9789346845452127,11.044162458680386,1.0393628875862304,11.658450870940648,1.0971733897738154,12.243027686201913,1.1521877422880131,MOF
RSM0306,810.0458064000006,"{1.0, 6.0, 8.0, 13.0, 15.0}",9.678631721549639,0.6929986371322304,10.539910741661858,0.7546669807886401,11.35112758552794,0.8127508281124534,12.112378653640219,0.8672570814646368,12.824170241845549,0.918221992078004,13.487601910192655,0.965724289429731,14.104367826436237,1.0098852774374427,MOF
RSM0313,894.0003200000004,"{1.0, 6.0, 7.0, 8.0, 49.0}",10.260562454224273,0.6656738359389038,10.98770350398068,0.7128485180305966,11.683897158171108,0.7580154279742584,12.349183021732694,0.8011771352167926,12.98311809478402,0.8423048992840101,13.585227118495578,0.8813678868400664,14.155273633187356,0.9183507571058434,MOF
RSM0317,624.3387099999999,"{1.0, 6.0, 7.0, 8.0, 27.0}",8.044385599463677,0.7473096851048903,8.805725775198415,0.818036887319558,9.547197463749832,0.8869183410035402,10.263532257219158,0.9534646200596969,10.950548688912482,1.0172872733726923,11.605295746600312,1.078112156945736,12.226023914256839,1.1357767437276103,MOF
RSM0321,612.8283399999999,"{1.0, 6.0, 7.0, 8.0, 28.0}",7.875398946318231,0.7582034111424673,8.569429155395916,0.8250211146703156,9.251313247250076,0.8906694517224099,9.91633717197868,0.9546945775169965,10.560170759967534,1.0166796053166938,11.179333349819947,1.0762894347206218,11.771363068722762,1.133287049118262,MOF
RSM0329,737.2890000000001,"{1.0, 6.0, 7.0, 8.0, 48.0}",8.28559436878247,0.6742751649990005,8.959573417898111,0.7291230508984763,9.625690928571792,0.783331170971366,10.277784346782033,0.8363980214094092,10.91058771335698,0.887895062589322,11.520028904729958,0.9374909082921316,12.103277399425265,0.9849552129022892,MOF
RSM0332,735.1952,"{1.0, 6.0, 7.0, 8.0, 28.0}",8.683885063452571,0.708700361219924,9.35271343731276,0.7632840995680679,10.006036135409225,0.8166024045376704,10.640781669749513,0.868404608986798,11.253735367671876,0.9184283603324839,11.842183902822885,0.9664522213547819,12.404193648152557,1.0123183868571957,MOF
RSM0337,644.34861,"{1.0, 6.0, 7.0, 8.0, 25.0}",7.990472884946305,0.7440512257747841,8.700097254546478,0.8101295279783232,9.399503611204052,0.8752563564500327,10.082358171779155,0.9388419264328812,10.74333702673567,1.0003904898687377,11.378395480335753,1.0595254156288865,11.984789377291401,1.1159911753941458,MOF
RSM0373,913.948080000001,"{8.0, 1.0, 30.0, 6.0}",9.448075429943486,0.6616096042527738,10.203055665925266,0.7144777443147715,10.927219311417446,0.7651879261354931,11.619419306594065,0.8136598258645276,12.278622004209803,0.859821061464921,12.904137928934942,0.9036233518339853,13.49573571488059,0.9450504953764516,MOF
RSM0388,1314.7040219999997,"{1.0, 6.0, 8.0, 15.0, 25.0, 31.0}",13.577800615218784,0.660969484258566,14.37724172339742,0.6998864040118036,15.101070411226484,0.7351224991677215,15.757531353990814,0.7670791218248911,16.353701887046128,0.7961007977892628,16.895789914704135,0.8224897288258732,17.38931192244096,0.8465144583213435,MOF
RSM0391,872.1802600000005,"{8.0, 25.0, 1.0, 6.0}",9.587898135738655,0.7035535070322201,10.315935528867193,0.7569764005522207,11.01677161028014,0.8084032801406541,11.688688818475978,0.8577081122914455,12.330154231744014,0.904778412242002,12.94006478511241,0.9495332378276868,13.517854782330256,0.9919310786386473,MOF
RSM0402,846.0687900000011,"{1.0, 6.0, 7.0, 8.0, 23.0, 27.0}",9.41397196900655,0.7121101890738913,10.137244877225989,0.766821421391117,10.83242594522056,0.8194076754611348,11.496968111308423,0.8696762814330241,12.128898540800048,0.9174780062637721,12.72704705433171,0.9627243329436941,13.291065209496539,1.0053889039067112,MOF
RSM0420,1109.356440000001,"{8.0, 1.0, 26.0, 6.0}",12.020269585027314,0.7151333548050635,12.75660305387757,0.7589407436584754,13.444957903543685,0.799893694792886,14.089616040527408,0.83824695575284,14.693496148123222,0.8741741705453405,15.258788380069772,0.9078056400741713,15.78735735893256,0.9392522981067727,MOF
RSM0423,852.6874400000006,"{1.0, 6.0, 7.0, 8.0, 28.0, 30.0}",10.401286297647454,0.8050838600891453,11.096309107536516,0.8588802493647726,11.751695843815927,0.9096087139407737,12.369758292639265,0.9574481914664897,12.952166643610875,1.002527958519381,13.500367288618193,1.044959969210758,14.015806288768232,1.0848561520487539,MOF
RSM0424,1103.9732100000008,"{1.0, 6.0, 7.0, 8.0, 27.0}",12.094446261204881,0.723055094099178,12.786390006870826,0.7644223001149402,13.428759375757204,0.8028257486429176,14.027082402049103,0.8385959280073836,14.585451227679139,0.8719774830648495,15.107047013777533,0.903160596541393,15.594495102155548,0.9323022220278927,MOF
RSM0430,810.3469700000004,"{8.0, 25.0, 1.0, 6.0}",9.682699856923904,0.788622916128109,10.433397105109997,0.8497646495022488,11.15167597403549,0.9082660163292051,11.836561433572346,0.9640476037268016,12.48727765564679,1.0170462231415363,13.103438232971078,1.0672304030162423,13.685123121233369,1.1146066554693255,MOF
RSM0431,710.3620900000001,"{1.0, 6.0, 7.0, 8.0, 25.0}",8.506635046091713,0.7903545543119468,9.207816138902835,0.8555015445258165,9.891542143858313,0.9190267761820575,10.554418500545625,0.9806148594388127,11.193284015956674,1.0399720867045994,11.805603961782786,1.0968629554508798,12.389633890301141,1.151125388405616,MOF
RSM0447,944.1810600000008,"{8.0, 1.0, 27.0, 6.0}",9.845624557989211,0.7090827154944898,10.576387871849684,0.7617123513214488,11.278626362163141,0.8122876269378809,11.951005769669921,0.8607124488787712,12.592295875641145,0.9068982166869533,13.201617642058695,0.950781621969827,13.77856266869833,0.9923332517086136,MOF
RSM0456,683.3519599999996,"{1.0, 7.0, 30.0, 6.0}",7.161146909880992,0.7126020241046909,7.888160531801318,0.7849467734935448,8.608069881368746,0.8565845804160348,9.312860913935076,0.926717971435372,9.996036292652406,0.9947003999232898,10.652756438712416,1.0600502818963813,11.279769676187499,1.1224440447653803,MOF
RSM0466,951.1992800000007,"{8.0, 1.0, 28.0, 6.0}",9.869860294314089,0.7055834819527592,10.638556575957766,0.7605365798480499,11.368136160736057,0.8126932759348298,12.05941058846459,0.8621115861395433,12.71292251383488,0.908830304140654,13.329238998911562,0.9528899684680012,13.909123101290053,0.9943451291171319,MOF
RSM0478,931.2162400000005,"{1.0, 6.0, 7.0, 8.0, 28.0}",9.409445089879823,0.7073127894457545,10.131920083560784,0.7616216034304283,10.828014383405781,0.813947367196264,11.496509767711931,0.8641985063961456,12.136067585415265,0.9122743939464243,12.745611974060289,0.9580941567172623,13.324515119438106,1.0016106015941764,MOF
RSM0480,1180.317880000001,"{64.0, 1.0, 6.0, 7.0, 8.0, 28.0}",10.101595567018181,0.5990858070296047,10.81817336819339,0.6415832112731671,11.505291927009722,0.682333503996974,12.162660620530854,0.7213194495004677,12.789622747783637,0.7585021014380074,13.385588766166656,0.7938464963622047,13.950269979031075,0.8273355128130182,MOF
